Month,DayOfMonth,DayOfWeek,PlaneAge,Distance,AirTime,DepTime,ArrTime,ArrDelay
2,8,5,11,181,30,1456,1538,23
2,8,5,11,562,76,1157,1426,26
2,8,5,11,487,65,1944,2201,1
2,8,5,11,833,123,1600,1714,9
2,8,5,11,197,42,1827,1920,5
2,8,5,11,347,46,1030,1138,28
2,8,5,11,325,49,1752,1751,1
2,8,5,11,1107,130,625,953,-22
2,9,6,11,628,87,722,759,-16
2,9,6,11,279,50,1405,1506,-4
2,9,6,11,451,66,1924,2140,5
2,9,6,11,279,43,1238,1337,-3
2,9,6,11,569,88,1529,1706,-14
2,9,6,11,480,70,834,954,-21
2,9,6,11,308,53,1743,1853,-2
2,9,6,11,479,72,1047,1210,-5
2,10,7,11,407,63,1120,1239,4
2,10,7,11,370,60,1511,1723,28
2,10,7,11,491,63,2145,2305,25
2,10,7,11,337,52,1310,1435,20
2,10,7,11,1044,128,1756,2124,29
2,10,7,11,365,62,1019,1044,9
2,11,1,11,321,52,1022,1125,0
2,11,1,11,491,89,632,817,-3
2,11,1,11,224,45,1755,1855,-5
2,11,1,11,718,105,844,944,-11
2,11,1,11,543,81,1429,1602,-8
2,11,1,11,279,44,1633,1729,-6
2,11,1,11,446,64,1237,1354,-6
2,11,1,11,671,99,1926,2120,-10
2,11,1,11,367,59,1159,1210,5
2,12,2,11,443,66,1447,1709,19
2,12,2,11,1013,128,1043,1418,18
2,12,2,11,957,140,645,1020,10
2,13,3,11,159,35,1156,1245,15
2,13,3,11,239,41,1924,2022,52
2,13,3,11,239,43,1810,1905,40
2,13,3,11,453,70,2040,2203,53
2,13,3,11,611,94,826,1129,14
2,13,3,11,717,128,1315,1537,27
2,13,3,11,781,128,1615,1743,38
2,13,3,11,997,131,617,743,-17
2,14,4,11,405,59,1112,1222,-8
2,14,4,11,410,72,1502,1523,-2
2,14,4,11,1333,212,1734,1918,23
2,14,4,11,405,70,1249,1415,-25
2,14,4,11,417,65,1949,2113,33
2,14,4,11,308,48,2132,2240,30
2,14,4,11,410,60,834,1050,0
2,14,4,11,237,54,1558,1704,9
2,14,4,11,351,48,713,816,1
2,15,5,11,337,56,1100,1208,-7
2,15,5,11,337,65,711,828,-7
2,15,5,11,588,89,1247,1528,8
2,15,5,11,337,51,901,1019,-16
2,15,5,11,1156,151,1554,1940,10
2,15,5,11,880,111,2011,2314,4
2,16,6,11,237,38,1136,1226,-9
2,16,6,11,1072,159,905,1100,-10
2,16,6,11,333,58,1642,1749,-6
2,16,6,11,325,54,1611,1621,11
2,16,6,11,333,53,1824,1929,-6
2,16,6,11,1262,176,1302,1513,-17
2,17,7,11,1099,146,839,1317,-3
2,17,7,11,342,55,1344,1452,2
2,17,7,11,197,42,702,755,-10
2,17,7,11,869,125,1527,1841,11
2,17,7,11,810,112,1909,2116,11
2,18,1,11,283,63,1248,1404,-1
2,18,1,11,925,146,1442,1724,4
2,18,1,11,1056,151,1804,2006,21
2,18,1,11,758,127,659,922,2
2,18,1,11,1050,129,948,1210,-15
2,18,1,11,237,45,2027,2125,20
2,19,2,11,441,68,2017,2135,15
2,19,2,11,313,48,632,746,1
2,19,2,11,419,64,805,921,-4
2,20,3,11,189,38,835,932,2
2,20,3,11,1111,165,1859,2203,-7
2,20,3,11,283,45,1726,1835,5
2,20,3,11,437,58,954,1104,-6
2,20,3,11,294,42,701,757,-8
2,20,3,11,787,108,1445,1643,-7
2,20,3,11,550,74,1129,1358,-12
2,21,4,11,159,34,1141,1226,-4
2,21,4,11,293,49,1923,2025,35
2,21,4,11,239,39,1805,1858,33
2,21,4,11,293,44,2044,2136,26
2,21,4,11,611,80,831,1111,-4
2,21,4,11,717,114,1302,1505,-5
2,21,4,11,781,146,1548,1733,28
2,21,4,11,997,148,620,802,2
2,22,5,11,1090,181,1125,1239,19
2,22,5,11,189,38,1010,1101,11
2,22,5,11,296,39,708,757,-13
2,22,5,11,236,54,1717,1846,61
2,22,5,11,345,63,1310,1442,27
2,22,5,11,308,57,1917,2024,64
2,22,5,11,451,56,2227,34,59
2,22,5,11,296,55,834,941,1
2,22,5,11,345,61,1513,1643,43
2,22,5,11,308,47,2100,2206,76
2,23,6,11,1099,130,1713,2136,-4
2,23,6,11,671,93,1012,1202,-18
2,23,6,11,689,92,1252,1543,-2
2,23,6,11,368,63,1611,1629,-6
2,23,6,11,747,128,829,949,-1
2,24,7,11,328,65,1025,1142,7
2,24,7,11,1037,165,631,832,2
2,24,7,11,197,39,1251,1342,2
2,24,7,11,328,40,854,951,-9
2,24,7,11,325,61,1201,1224,14
2,25,1,11,407,70,1457,1627,12
2,25,1,11,671,99,1700,1853,3
2,25,1,11,689,81,1917,2200,0
2,26,2,11,328,58,1405,1518,13
2,26,2,11,446,73,1657,1823,-2
2,26,2,11,328,46,1227,1331,6
2,26,2,11,1020,122,2224,137,42
2,26,2,11,646,96,1544,1634,-1
2,26,2,11,507,85,835,1026,31
2,26,2,11,304,54,1845,2104,4
2,26,2,11,507,66,610,742,-8
2,26,2,11,507,68,1048,1208,13
2,27,3,11,602,86,2102,2241,6
2,27,3,11,848,102,708,1006,-14
2,27,3,11,533,88,1955,2034,14
2,27,3,11,534,70,1046,1224,4
2,27,3,11,587,110,1246,1447,7
2,27,3,11,254,49,1751,1754,9
2,27,3,11,237,47,1825,1923,13
2,27,3,11,727,103,1521,1720,5
2,28,4,11,370,59,1744,2001,1
2,28,4,11,337,52,1351,1455,-25
2,28,4,11,389,63,1026,1139,-6
2,28,4,11,1107,164,2028,2223,-7
2,28,4,11,621,95,730,826,-9
2,28,4,11,337,63,1543,1710,-5
2,28,4,11,333,54,856,1003,-2
2,28,4,11,373,58,1207,1324,-6
2,29,5,11,520,80,856,925,-15
2,29,5,11,258,46,1011,1116,1
2,29,5,11,337,54,1530,1637,22
2,29,5,11,588,80,1709,1946,26
2,29,5,11,304,50,2218,2220,30
2,29,5,11,417,58,1149,1301,-4
2,29,5,11,480,72,2244,10,30
2,29,5,11,399,55,617,827,-8
2,29,5,11,308,55,1343,1452,17
2,29,5,11,507,78,2005,2152,27
3,3,1,11,370,60,1745,2005,5
3,3,1,11,337,53,1355,1500,-20
3,3,1,11,389,65,1022,1139,-6
3,3,1,11,1107,173,2036,2239,9
3,3,1,11,621,100,733,824,-11
3,3,1,11,337,54,1543,1653,-22
3,3,1,11,333,54,854,957,-8
3,3,1,11,373,59,1211,1324,-6
3,4,2,11,1140,143,931,1411,-14
3,4,2,11,373,67,1729,1848,23
3,4,2,11,1363,215,1509,1654,19
3,4,2,11,347,50,2208,2310,10
3,4,2,11,866,111,635,845,-15
3,4,2,11,647,85,1910,2149,14
3,5,3,11,323,50,1201,1402,17
3,5,3,11,677,84,645,949,19
3,5,3,11,570,73,1011,1139,19
3,5,3,11,303,45,2028,2125,30
3,5,3,11,313,57,1655,1801,6
3,5,3,11,405,77,1502,1631,16
3,5,3,11,419,68,1823,1946,11
3,5,3,11,271,54,1426,1437,22
3,6,4,11,395,66,855,1019,-1
3,6,4,11,737,124,1628,1744,9
3,6,4,11,437,67,2032,2152,32
3,6,4,11,842,104,1050,1347,-8
3,6,4,11,471,65,704,827,2
3,6,4,11,328,64,1424,1540,5
3,6,4,11,546,97,1817,2003,18
3,7,5,11,248,42,847,939,-1
3,7,5,11,229,52,1907,1919,4
3,7,5,11,453,64,1127,1247,7
3,7,5,11,405,62,1436,1548,-2
3,7,5,11,972,123,2024,2250,20
3,7,5,11,229,39,1629,1829,-6
3,7,5,11,437,69,643,800,-10
3,7,5,11,192,38,1009,1056,1
3,7,5,11,223,40,1315,1406,6
3,8,6,11,189,41,925,1023,3
3,8,6,11,460,68,1240,1506,11
3,8,6,11,587,76,1046,1211,-4
3,8,6,11,543,67,1856,2016,131
3,8,6,11,1142,136,2324,159,129
3,8,6,11,655,118,2046,2256,151
3,8,6,11,180,31,1540,1627,17
3,9,7,11,612,88,1954,2236,86
3,9,7,11,281,51,1446,1608,53
3,9,7,11,281,49,1307,1410,30
3,9,7,11,314,58,1655,1815,75
3,9,7,11,448,77,1847,1920,80
3,9,7,11,787,101,1031,1232,27
3,9,7,11,1142,186,630,954,29
3,9,7,11,997,134,2305,33,78
3,10,1,11,296,44,2057,2151,6
3,10,1,11,239,42,1942,2040,15
3,10,1,11,668,101,605,908,8
3,10,1,11,290,69,1431,1551,-4
3,10,1,11,1335,226,1615,1921,11
3,10,1,11,290,50,1248,1353,-17
3,10,1,11,267,51,927,1042,-8
3,10,1,11,267,41,1111,1218,-12
3,11,2,11,562,82,1230,1301,116
3,11,2,11,347,57,1319,1338,113
3,11,2,11,368,55,1539,1756,16
3,11,2,11,296,50,1051,1155,120
3,11,2,11,256,45,1357,1513,118
3,11,2,11,507,82,1820,1903,18
3,12,3,11,295,45,2028,2230,0
3,12,3,11,584,76,1727,2005,-5
3,12,3,11,1044,150,1141,1229,4
3,12,3,11,407,67,1530,1655,0
3,12,3,11,1044,131,642,1110,0
3,12,3,11,646,104,1305,1504,4
3,13,4,11,148,34,906,956,16
3,13,4,11,323,45,1203,1403,-2
3,13,4,11,925,140,1835,2111,36
3,13,4,11,1166,168,2136,2345,35
3,13,4,11,570,76,1015,1143,8
3,13,4,11,341,51,721,824,-1
3,13,4,11,611,80,1524,1756,26
3,13,4,11,271,48,1434,1440,0
3,14,5,11,443,68,908,1129,9
3,14,5,11,1011,145,2121,2400,175
3,14,5,11,281,47,1949,2053,3
3,14,5,11,338,70,821,844,9
3,14,5,11,787,99,23,216,156
3,14,5,11,284,45,600,802,2
3,14,5,11,920,150,1333,1626,6
3,14,5,11,336,55,1153,1303,3
3,14,5,11,842,105,1655,1900,-10
3,15,6,11,919,138,641,912,2
3,15,6,11,1044,180,1632,1744,114
3,15,6,11,405,72,1428,1553,23
3,15,6,11,668,111,1252,1358,28
3,15,6,11,1107,158,1820,2111,106
3,15,6,11,992,137,938,1211,-14
3,15,6,11,671,85,2130,2306,66
3,16,7,11,189,40,2030,2123,13
3,16,7,11,237,38,2143,2233,8
3,16,7,11,806,110,1202,1403,33
3,16,7,11,256,48,1441,1549,34
3,16,7,11,723,138,854,1126,41
3,16,7,11,872,106,1615,2012,17
3,17,1,11,405,60,1102,1216,1
3,17,1,11,197,41,1609,1718,8
3,17,1,11,992,132,1244,1511,-24
3,17,1,11,646,102,2044,2241,-4
3,17,1,11,843,120,1959,2016,-4
3,17,1,11,410,56,830,1044,9
3,17,1,11,972,147,1747,1932,2
3,17,1,11,351,57,702,810,10
3,18,2,11,377,63,1643,1756,1
3,18,2,11,967,114,1258,1608,3
3,18,2,11,570,86,2053,2230,25
3,18,2,11,838,147,1839,2020,30
3,18,2,11,1489,183,644,1157,-13
3,19,3,11,528,77,2204,2237,107
3,19,3,11,294,48,1930,2033,123
3,19,3,11,478,72,621,851,-4
3,19,3,11,410,72,1514,1539,34
3,19,3,11,189,37,1808,1905,35
3,19,3,11,294,46,2048,2151,116
3,19,3,11,861,130,1010,1244,24
3,19,3,11,405,70,1316,1440,20
3,19,3,11,546,82,1612,1744,29
3,20,4,11,1342,162,943,1336,-4
3,20,4,11,737,123,1418,1535,10
3,20,4,11,528,67,659,918,8
3,20,4,11,629,75,2226,59,39
3,20,4,11,397,68,1839,2013,33
3,20,4,11,397,61,2042,2159,44
3,20,4,11,1372,217,1618,1807,32
3,21,5,11,1491,246,1918,2141,26
3,21,5,11,1491,168,1317,1818,-22
3,21,5,11,957,150,710,857,-3
3,21,5,11,391,70,2204,2330,35
3,21,5,11,957,119,928,1242,-13
3,22,6,11,580,81,1451,1724,14
3,22,6,11,248,40,1752,1842,2
3,22,6,11,337,58,929,1039,24
3,22,6,11,889,113,1110,1413,13
3,22,6,11,325,49,1959,2059,-6
3,22,6,11,843,135,1904,1929,-1
3,22,6,11,590,87,743,831,-4
3,23,7,11,1363,174,1438,1943,13
3,23,7,11,451,61,2007,2219,4
3,23,7,11,333,53,646,752,-8
3,23,7,11,569,90,1041,1221,1
3,23,7,11,308,54,1249,1404,14
3,23,7,11,569,89,823,1004,-6
3,24,1,11,239,42,931,1024,-6
3,24,1,11,239,44,1801,1913,13
3,24,1,11,293,49,1516,1615,20
3,24,1,11,239,45,1354,1450,25
3,24,1,11,239,45,2203,2259,4
3,24,1,11,276,50,1056,1159,9
3,24,1,11,276,43,1937,2030,10
3,24,1,11,276,45,1225,1320,10
3,24,1,11,276,45,2048,2145,10
3,24,1,11,451,71,642,710,0
3,24,1,11,293,48,1636,1736,1
3,24,1,11,461,65,736,856,-14
3,25,2,11,580,81,948,1221,171
3,25,2,11,187,34,1805,1902,27
3,25,2,11,580,89,654,734,-11
3,25,2,11,189,32,2037,2120,15
3,25,2,11,239,42,1538,1635,35
3,25,2,11,293,47,1257,1356,46
3,25,2,11,187,35,1656,1747,37
3,25,2,11,239,42,1926,2020,25
3,25,2,11,293,47,1416,1512,42
3,26,3,11,972,133,815,1041,36
3,26,3,11,159,32,2124,2207,-13
3,26,3,11,787,110,1844,2052,-8
3,26,3,11,668,85,1105,1342,17
3,26,3,11,992,148,1411,1657,2
3,26,3,11,133,30,1723,1805,-10
3,27,4,11,319,56,1354,1504,9
3,27,4,11,239,41,1241,1331,6
3,27,4,11,848,111,1716,2024,9
3,27,4,11,180,36,932,1020,-5
3,27,4,11,441,62,1533,1647,7
3,27,4,11,1142,155,2048,2337,-3
3,27,4,11,543,81,727,858,-12
3,27,4,11,781,125,1051,1214,4
3,28,5,11,1407,216,1446,1734,24
3,28,5,11,437,61,1926,2040,20
3,28,5,11,1204,183,759,1145,45
3,28,5,11,550,83,2058,2334,19
3,28,5,11,248,45,1803,1859,24
3,28,5,11,842,110,1213,1416,26
3,29,6,11,277,42,1804,1959,-1
3,29,6,11,842,120,1101,1309,-11
3,29,6,11,580,87,1646,1729,-11
3,29,6,11,220,54,938,1038,3
3,29,6,11,972,133,627,855,-10
3,29,6,11,437,73,1457,1622,2
3,29,6,11,487,86,1351,1434,9
3,30,7,11,328,63,749,813,8
3,30,7,11,277,47,731,731,1
3,30,7,11,588,77,2209,36,6
3,30,7,11,1797,210,1557,2140,5
3,30,7,11,337,56,1404,1517,2
3,30,7,11,543,80,1155,1327,-8
3,30,7,11,1009,144,836,1115,-15
3,31,1,11,328,57,2045,2102,32
3,31,1,11,321,52,1237,1338,3
3,31,1,11,408,74,758,935,10
3,31,1,11,229,54,1005,1007,12
3,31,1,11,759,127,1900,2018,23
3,31,1,11,303,44,1548,1642,2
3,31,1,11,570,85,1038,1213,8
3,31,1,11,303,59,1411,1523,13
3,31,1,11,303,61,1712,1832,12
3,31,1,11,647,101,2140,2332,42
3,1,6,11,928,117,1503,1810,-5
3,1,6,11,1242,154,948,1436,1
3,1,6,11,373,61,754,913,-2
3,1,6,11,587,85,1843,2023,-7
3,2,7,11,889,130,1901,2027,-8
3,2,7,11,223,38,1741,1830,-5
3,2,7,11,1040,153,1420,1603,-22
3,2,7,11,646,84,2108,2343,-7
3,2,7,11,861,113,1101,1319,-26
3,2,7,11,336,58,859,1015,0
3,2,7,11,496,80,1646,1717,-3
4,3,4,11,180,35,1700,1749,19
4,3,4,11,325,50,2057,2158,-2
4,3,4,11,345,55,1819,1928,18
4,3,4,11,838,120,904,1129,4
4,4,5,11,295,43,2036,2241,11
4,4,5,11,584,76,1723,1953,-17
4,4,5,11,1044,144,1137,1214,-11
4,4,5,11,407,65,1531,1649,-6
4,4,5,11,1044,132,638,1108,-2
4,4,5,11,646,101,1301,1453,-7
4,5,6,11,347,67,841,913,13
4,5,6,11,256,45,1108,1208,-12
4,5,6,11,295,48,814,824,4
4,5,6,11,889,107,1522,1827,-13
4,5,6,11,256,48,938,1045,10
4,5,6,11,646,102,1255,1446,-9
4,6,7,11,628,96,718,804,-6
4,6,7,11,279,48,1413,1530,20
4,6,7,11,446,62,2130,2255,15
4,6,7,11,279,50,1239,1341,1
4,6,7,11,569,91,1553,1740,20
4,6,7,11,446,75,1939,2109,14
4,6,7,11,304,45,2319,17,97
4,6,7,11,480,76,838,1007,-8
4,6,7,11,417,58,1803,1914,9
4,6,7,11,479,72,1043,1207,-3
4,7,1,11,453,67,1100,1221,1
4,7,1,11,405,56,1653,1759,54
4,7,1,11,632,100,1833,2125,55
4,7,1,11,1020,121,616,1028,-7
4,7,1,11,534,90,2142,2324,54
4,7,1,11,223,37,1246,1334,-1
4,8,2,11,239,46,2007,2107,7
4,8,2,11,293,51,1656,1800,0
4,8,2,11,239,39,1528,1617,-8
4,8,2,11,276,45,2123,2216,1
4,8,2,11,293,46,1826,1925,-5
4,8,2,11,848,137,1318,1450,-10
4,8,2,11,834,115,749,1002,-8
4,8,2,11,834,112,1034,1241,-9
4,9,3,11,237,35,920,1005,-10
4,9,3,11,239,37,800,847,-8
4,9,3,11,276,44,632,730,0
4,9,3,11,762,136,1215,1449,9
4,9,3,11,446,64,1727,1851,1
4,9,3,11,543,72,1525,1657,2
4,9,3,11,447,73,1915,2042,-3
4,9,3,11,414,62,2115,2245,0
4,9,3,11,1076,156,1042,1129,-11
4,10,4,11,587,98,1746,1937,12
4,10,4,11,177,34,1634,1719,4
4,10,4,11,562,94,2011,2057,22
4,10,4,11,347,58,2115,2128,18
4,10,4,11,670,81,1429,1604,-1
4,10,4,11,258,42,602,657,-13
4,10,4,11,1020,123,913,1330,-20
4,10,4,11,304,53,734,843,-2
4,11,5,11,883,118,1934,2247,-18
4,11,5,11,407,67,807,931,-9
4,11,5,11,361,60,1004,1114,-6
4,11,5,11,389,61,1143,1303,3
4,11,5,11,256,44,645,738,-7
4,11,5,11,1024,134,1543,1911,-4
4,11,5,11,605,86,1329,1508,-7
4,12,6,11,528,86,915,952,-3
4,12,6,11,714,98,1046,1144,14
4,12,6,11,148,29,810,851,-4
4,12,6,11,337,53,1209,1313,-2
4,12,6,11,361,59,1933,2044,-6
4,12,6,11,180,34,1336,1426,-4
4,12,6,11,646,99,1700,1901,-4
4,12,6,11,601,87,1446,1625,-10
4,13,7,11,491,73,2207,2331,16
4,13,7,11,389,62,733,845,-10
4,13,7,11,1044,136,1712,2142,12
4,13,7,11,507,72,1259,1529,4
4,13,7,11,304,50,1124,1229,4
4,13,7,11,507,74,1602,1628,-7
4,13,7,11,480,72,925,1052,2
4,14,1,11,328,57,939,949,-11
4,14,1,11,491,84,602,744,4
4,14,1,11,324,53,2026,2133,18
4,14,1,11,370,54,1230,1335,-10
4,14,1,11,718,97,807,858,-17
4,14,1,11,370,60,1022,1143,-22
4,14,1,11,843,107,1422,1820,0
4,14,1,11,248,43,1850,1944,-1
4,15,2,11,324,51,657,801,-4
4,15,2,11,189,39,945,1035,-5
4,15,2,11,189,31,824,910,-5
4,15,2,11,546,84,1057,1232,-3
4,15,2,11,848,123,2104,2221,-24
4,15,2,11,668,104,1427,1731,1
4,15,2,11,861,113,1801,2012,-33
4,15,2,11,251,44,1256,1352,-8
4,16,3,11,419,62,752,908,-7
4,16,3,11,405,62,1102,1214,-6
4,16,3,11,668,94,1250,1544,-6
4,16,3,11,313,49,930,1029,-11
4,16,3,11,1052,165,1933,2229,14
4,16,3,11,951,113,1624,1856,-9
4,17,4,11,765,116,743,901,6
4,17,4,11,256,44,2037,2134,-11
4,17,4,11,590,88,1416,1655,0
4,17,4,11,423,71,933,1055,0
4,17,4,11,407,67,1848,2004,-6
4,17,4,11,1037,140,1122,1154,-21
4,17,4,11,370,56,1226,1341,1
4,17,4,11,647,97,2228,20,90
4,17,4,11,588,99,1722,1814,-6
4,18,5,11,718,89,2105,2347,62
4,18,5,11,451,58,1715,1831,81
4,18,5,11,325,55,747,910,10
4,18,5,11,1107,164,942,1241,86
4,18,5,11,697,102,1312,1510,75
4,18,5,11,308,54,1535,1648,83
4,18,5,11,389,60,603,722,2
4,18,5,11,321,42,1853,2044,69
4,19,6,11,1048,116,1416,1729,64
4,19,6,11,1430,202,2058,2349,169
4,19,6,11,920,126,1801,2024,64
4,20,7,11,972,126,732,949,-16
4,20,7,11,159,35,2218,2307,47
4,20,7,11,787,110,1902,2136,36
4,20,7,11,668,106,1024,1322,-3
4,20,7,11,992,143,1352,1718,23
4,20,7,11,133,27,1745,1826,11
4,21,1,11,319,56,1416,1523,28
4,21,1,11,239,45,1251,1347,22
4,21,1,11,848,108,1720,2024,9
4,21,1,11,180,38,933,1025,0
4,21,1,11,441,61,1544,1702,22
4,21,1,11,1142,160,2045,2344,4
4,21,1,11,543,80,729,903,-7
4,21,1,11,781,134,1059,1229,19
4,22,2,11,408,65,1127,1245,10
4,22,2,11,957,124,1700,1920,-15
4,22,2,11,440,73,1311,1335,0
4,22,2,11,787,123,1948,2202,2
4,22,2,11,611,90,820,1103,-7
4,22,2,11,838,119,630,742,-18
4,22,2,11,440,68,1409,1629,-6
4,23,3,11,822,123,1830,2045,-5
4,23,3,11,408,63,1544,1658,-12
4,23,3,11,883,116,730,938,-17
4,23,3,11,457,73,1739,1806,1
4,23,3,11,159,35,1418,1505,-10
4,23,3,11,174,33,1017,1105,-10
4,23,3,11,717,109,1142,1344,-6
4,24,4,11,437,61,1323,1436,31
4,24,4,11,441,65,910,1035,-5
4,24,4,11,220,46,2111,2209,29
4,24,4,11,319,54,1114,1222,2
4,24,4,11,972,145,1808,2053,38
4,24,4,11,550,83,1458,1739,29
4,24,4,11,192,34,758,846,-4
4,25,5,11,1246,169,707,918,-17
4,25,5,11,293,49,1125,1230,5
4,25,5,11,533,68,2101,2333,-7
4,25,5,11,239,46,1000,1059,4
4,25,5,11,258,43,1344,1444,-6
4,25,5,11,775,118,1255,1311,1
4,25,5,11,957,134,1715,2044,4
4,25,5,11,446,70,1525,1650,0
4,26,6,11,1011,145,1809,2048,3
4,26,6,11,281,49,1642,1742,-3
4,26,6,11,883,119,1055,1310,-10
4,26,6,11,967,119,709,1018,-12
4,26,6,11,1073,144,2126,2,7
4,26,6,11,883,123,1345,1600,-15
4,27,7,11,737,118,938,1049,9
4,27,7,11,236,41,1439,1542,7
4,27,7,11,337,54,1611,1716,1
4,27,7,11,543,72,1751,1913,-7
4,27,7,11,987,144,1307,1346,-4
4,27,7,11,569,96,1946,2132,2
4,27,7,11,328,60,749,900,-5
4,27,7,11,333,54,2154,2300,0
4,27,7,11,462,83,1112,1245,10
4,28,1,11,239,45,1857,1952,-8
4,28,1,11,848,104,2018,2319,-6
4,28,1,11,762,119,829,1040,-10
4,28,1,11,461,68,1709,1826,-14
4,28,1,11,197,40,706,756,-9
4,28,1,11,1481,171,1123,1627,-13
4,29,2,11,612,85,1349,1626,-4
4,29,2,11,457,78,1249,1321,1
4,29,2,11,197,39,1835,1929,-6
4,29,2,11,989,151,807,1000,-5
4,29,2,11,229,40,1029,1220,-10
4,29,2,11,197,40,1702,1754,-6
4,29,2,11,1204,147,2005,2247,-23
4,30,3,11,1491,232,828,1044,24
4,30,3,11,957,142,1106,1246,11
4,30,3,11,377,75,621,756,6
4,30,3,11,361,57,1311,1422,7
4,30,3,11,671,112,1650,1857,37
4,30,3,11,361,61,1442,1553,-2
4,30,3,11,689,89,1925,2205,30
4,30,3,11,507,73,2223,2245,10
4,1,2,11,337,61,1959,2113,-7
4,1,2,11,325,48,750,852,-8
4,1,2,11,543,82,1748,1925,-10
4,1,2,11,601,91,1344,1526,-4
4,1,2,11,507,76,927,1215,5
4,1,2,11,444,66,1550,1709,-11
4,1,2,11,507,83,1235,1316,1
4,1,2,11,389,63,604,722,2
4,2,3,11,793,111,1857,2202,7
4,2,3,11,399,64,1117,1132,-8
4,2,3,11,590,76,632,904,-16
4,2,3,11,1977,225,1211,1823,-2
4,2,3,11,291,46,958,1100,0
4,3,4,11,197,40,733,833,-2
4,3,4,11,1591,237,1158,1318,23
4,3,4,11,236,47,1351,1453,18
4,3,4,11,197,34,1954,2043,8
4,3,4,11,337,60,1520,1632,22
5,3,6,11,337,55,1458,1608,-7
5,3,6,11,1372,190,723,845,-20
5,4,7,11,341,56,739,847,-3
5,4,7,11,347,57,938,954,4
5,4,7,11,386,59,1208,1335,0
5,4,7,11,295,49,915,918,3
5,4,7,11,407,74,2028,2159,4
5,4,7,11,361,53,1852,1954,-11
5,4,7,11,325,55,1538,1645,0
5,4,7,11,256,46,1026,1137,2
5,4,7,11,325,51,1715,1821,1
5,4,7,11,333,58,1407,1515,5
5,5,1,11,937,129,1727,1950,5
5,5,1,11,345,54,658,810,-10
5,5,1,11,468,70,2023,2252,7
5,5,1,11,419,72,1528,1652,-3
5,5,1,11,833,101,1106,1503,-2
5,5,1,11,601,90,847,1029,-1
5,6,2,11,1090,161,1928,2022,-8
5,6,2,11,1166,147,757,1048,-22
5,6,2,11,189,33,1810,1854,-6
5,6,2,11,1166,176,1136,1347,-13
5,6,2,11,407,75,2054,2224,-1
5,6,2,11,296,51,1644,1746,1
5,6,2,11,544,81,1430,1605,-15
5,7,3,11,377,61,1635,1746,-9
5,7,3,11,967,128,1243,1600,-5
5,7,3,11,570,83,2039,2220,15
5,7,3,11,838,135,1816,2005,15
5,7,3,11,1489,183,647,1201,-9
5,8,4,11,682,97,725,1017,-3
5,8,4,11,1407,202,1048,1325,-10
5,8,4,11,453,67,1517,1647,7
5,8,4,11,405,60,1833,1948,-7
5,8,4,11,229,38,2023,2219,-11
5,8,4,11,192,30,1358,1449,-1
5,8,4,11,223,36,1715,1802,-3
5,9,5,11,328,52,940,1058,18
5,9,5,11,255,42,1319,1415,25
5,9,5,11,408,64,740,859,-6
5,9,5,11,810,111,1945,2151,26
5,9,5,11,758,109,1702,1906,31
5,9,5,11,328,63,1130,1244,24
5,9,5,11,534,77,1454,1628,28
5,9,5,11,842,123,2212,26,21
5,10,6,11,588,76,849,1118,-2
5,10,6,11,281,52,1329,1432,-8
5,10,6,11,588,101,724,820,5
5,10,6,11,281,45,1149,1248,-7
5,10,6,11,1491,235,1521,1734,24
5,10,6,11,957,136,1801,1944,29
5,11,7,11,319,55,1947,2054,94
5,11,7,11,237,36,2232,2324,84
5,11,7,11,495,65,1400,1618,-12
5,11,7,11,629,84,1032,1321,-14
5,11,7,11,319,48,2115,2217,92
5,11,7,11,361,60,727,841,-4
5,11,7,11,181,35,1834,1921,91
5,11,7,11,197,42,907,1003,-7
5,12,1,11,256,45,1008,1115,40
5,12,1,11,414,68,1720,1844,19
5,12,1,11,862,114,2048,6,26
5,12,1,11,987,154,1605,1650,30
5,12,1,11,256,45,843,942,37
5,12,1,11,833,98,1149,1537,17
5,12,1,11,337,56,1901,2016,6
5,12,1,11,935,152,727,813,43
5,13,2,11,189,40,2007,2056,-9
5,13,2,11,181,34,2125,2209,-6
5,13,2,11,775,113,1629,1934,-11
5,13,2,11,853,116,724,832,-13
5,13,2,11,629,90,1257,1545,-25
5,13,2,11,407,71,1106,1231,-4
5,13,2,11,446,69,906,1032,-3
5,14,3,11,344,54,1216,1221,1
5,14,3,11,291,47,1524,1627,-3
5,14,3,11,520,93,911,1157,7
5,14,3,11,590,102,1820,2115,15
5,14,3,11,833,120,648,704,4
5,14,3,11,344,51,1249,1456,-4
5,14,3,11,256,45,726,831,1
5,14,3,11,590,75,1653,1734,-16
5,14,3,11,588,87,2130,2220,0
5,15,4,11,484,63,2101,2315,15
5,15,4,11,1750,234,826,1429,4
5,15,4,11,395,59,1928,2041,31
5,15,4,11,402,59,1501,1715,-5
5,15,4,11,337,54,633,748,-2
5,15,4,11,402,84,1814,1854,39
5,16,5,11,281,58,1442,1552,7
5,16,5,11,281,45,1301,1359,-6
5,16,5,11,842,132,1627,1900,15
5,16,5,11,197,43,747,847,2
5,16,5,11,318,53,611,718,-2
5,16,5,11,647,92,2207,2354,4
5,16,5,11,255,47,1128,1225,-5
5,16,5,11,843,124,2123,2139,4
5,16,5,11,587,85,915,1051,-9
5,16,5,11,972,143,1928,2104,9
5,17,6,11,1390,178,1702,2211,-9
